Crop,Year,Month,Price
Nigerseed,2022,September,240.8
Onion,2022,September,174.2
Paddy,2022,September,171.7
Palm oil,2022,September,175.9
Peas,2022,September,235.7
Potato,2022,September,284.9
Ragi,2022,September,203.9
Rajma,2022,September,253.3
Rapeseed & Mustard,2022,September,198.2
Rapeseed & Mustard (Meal/Cake),2022,September,193.6
Rapeseed & Mustard Oil,2022,September,189.3
Rice,2022,September,167.8
Safflower,2022,September,208.2
Sesamum,2022,September,181.9
Soya oil,2022,September,168.1
Soybean,2022,September,226.9
Sugarcane,2022,September,199.8
Sunflower,2022,September,180.0
Sunflower oil,2022,September,162.9
Tobacco,2022,September,113.6
Tomato,2022,September,354.3
Tur,2022,September,191.2
Urad,2022,September,179.9
Wheat,2022,September,181.8
Wheat Atta,2022,September,180.6
Bajra,2023,September,225.5
Barley,2023,September,194.2
Castorseed,2023,September,117.4
Cotton,2023,September,164.0
Cotton (Meal/Cake),2023,September,185.0
Cotton Oil,2023,September,122.4
Gram,2023,September,187.2
Groundnut,2023,September,201.0
Groundnut Oil,2023,September,180.2
Jowar,2023,September,229.7
Jute,2023,September,235.9
Lentil,2023,September,191.5
Linseed,2023,September,178.2
Maize,2023,September,182.9
Mesta,2023,September,170.9
Moong,2023,September,197.3
Nigerseed,2023,September,296.8
Onion,2023,September,270.1
Paddy,2023,September,187.1
Palm oil,2023,September,146.4
Peas,2023,September,227.4
Potato,2023,September,213.0
Ragi,2023,September,259.0
Rajma,2023,September,250.0
Rapeseed & Mustard,2023,September,165.4
Rapeseed & Mustard (Meal/Cake),2023,September,221.0
Rapeseed & Mustard Oil,2023,September,157.2
Rice,2023,September,181.6
Safflower,2023,September,172.8
Sesamum,2023,September,229.7
Soya oil,2023,September,128.6
Soybean,2023,September,213.1
Sugarcane,2023,September,210.1
Sunflower,2023,September,152.1
Sunflower oil,2023,September,124.1
Tobacco,2023,September,113.6
Tomato,2023,September,221.0
Tur,2023,September,267.3
Urad,2023,September,205.5
Wheat,2023,September,193.3
Wheat Atta,2023,September,185.6
Bajra,2024,September,246.7
Barley,2024,September,217.2
Castorseed,2024,September,116.2
Cotton,2024,September,156.8
Cotton (Meal/Cake),2024,September,209.9
Cotton Oil,2024,September,132.0
Gram,2024,September,232.5
Groundnut,2024,September,176.7
Groundnut Oil,2024,September,169.2
Jowar,2024,September,206.9
Jute,2024,September,237.8
Lentil,2024,September,187.2
Linseed,2024,September,195.2
Maize,2024,September,216.5
Mesta,2024,September,182.2
Moong,2024,September,192.2
Nigerseed,2024,September,305.2
Onion,2024,September,486.2
Paddy,2024,September,202.1
Palm oil,2024,September,166.9
Peas,2024,September,258.8
Potato,2024,September,378.0
Ragi,2024,September,321.2
Rajma,2024,September,242.4
Rapeseed & Mustard,2024,September,182.5
Rapeseed & Mustard (Meal/Cake),2024,September,214.6
Rapeseed & Mustard Oil,2024,September,186.0
Rice,2024,September,191.9
Safflower,2024,September,183.4
Sesamum,2024,September,227.1
Soya oil,2024,September,135.6
Soybean,2024,September,207.0
Sugarcane,2024,September,217.0
Sunflower,2024,September,131.0
Sunflower oil,2024,September,138.4
Tobacco,2024,September,113.6
Tomato,2024,September,383.1
Tur,2024,September,300.7
Urad,2024,September,220.8
Wheat,2024,September,205.2
Wheat Atta,2024,September,199.6
Bajra,2012,October,114.8
Barley,2012,October,110.5
Castorseed,2012,October,85.7
Cotton,2012,October,91.8
Cotton (Meal/Cake),2012,October,125.0
Cotton Oil,2012,October,109.1
Gram,2012,October,145.5
Groundnut,2012,October,121.5
Groundnut Oil,2012,October,117.9
Jowar,2012,October,95.5
Jute,2012,October,110.8
Lentil,2012,October,118.6
Linseed,2012,October,128.8
Maize,2012,October,117.8
Mesta,2012,October,105.2
Moong,2012,October,112.2
Nigerseed,2012,October,119.0
Onion,2012,October,111.8
Paddy,2012,October,116.6
Palm oil,2012,October,100.0
Peas,2012,October,146.6
Potato,2012,October,172.9
Ragi,2012,October,149.5
Rajma,2012,October,153.9
Rapeseed & Mustard,2012,October,141.0
Rapeseed & Mustard (Meal/Cake),2012,October,181.2
Rapeseed & Mustard Oil,2012,October,118.2
Rice,2012,October,113.2
Safflower,2012,October,117.8
Sesamum,2012,October,138.1
Soya oil,2012,October,109.4
Soybean,2012,October,134.2
Sugarcane,2012,October,104.9
Sunflower,2012,October,115.3
Sunflower oil,2012,October,105.7
Tobacco,2012,October,100.0
Tomato,2012,October,105.5
Tur,2012,October,116.3
Urad,2012,October,99.3
Wheat,2012,October,117.4
Wheat Atta,2012,October,121.9
Bajra,2013,October,129.7
Barley,2013,October,118.6
Castorseed,2013,October,80.7
Cotton,2013,October,111.9
Cotton (Meal/Cake),2013,October,136.3
Cotton Oil,2013,October,106.1
Gram,2013,October,111.0
Groundnut,2013,October,107.6
Groundnut Oil,2013,October,102.4
Jowar,2013,October,98.4
Jute,2013,October,119.9
Lentil,2013,October,130.9
Linseed,2013,October,126.1
Maize,2013,October,121.2
Mesta,2013,October,117.4
Moong,2013,October,122.9
Nigerseed,2013,October,115.5
Onion,2013,October,530.9
Paddy,2013,October,131.0
Palm oil,2013,October,105.8
Peas,2013,October,157.0
Potato,2013,October,187.9
Ragi,2013,October,166.7
Rajma,2013,October,175.9
Rapeseed & Mustard,2013,October,120.1
Rapeseed & Mustard (Meal/Cake),2013,October,150.8
Rapeseed & Mustard Oil,2013,October,106.9
Rice,2013,October,127.8
Safflower,2013,October,112.3
Sesamum,2013,October,149.7
Soya oil,2013,October,107.5
Soybean,2013,October,147.0
Sugarcane,2013,October,109.4
Sunflower,2013,October,114.4
Sunflower oil,2013,October,109.6
Tobacco,2013,October,104.0
Tomato,2013,October,269.5
Tur,2013,October,118.4
Urad,2013,October,97.9
Wheat,2013,October,125.7
Wheat Atta,2013,October,126.1
Bajra,2014,October,129.3
Barley,2014,October,129.8
Castorseed,2014,October,98.6
Cotton,2014,October,90.6
Cotton (Meal/Cake),2014,October,128.4
Cotton Oil,2014,October,100.4
Gram,2014,October,100.8
Groundnut,2014,October,109.0
Groundnut Oil,2014,October,94.2
Jowar,2014,October,117.0
Jute,2014,October,128.0
Lentil,2014,October,152.1
Linseed,2014,October,127.5
Maize,2014,October,114.2
Mesta,2014,October,121.0
Moong,2014,October,144.6
Nigerseed,2014,October,128.3
Onion,2014,October,201.8
Paddy,2014,October,140.0
Palm oil,2014,October,97.9
Peas,2014,October,147.3
Potato,2014,October,315.4
Ragi,2014,October,161.7
Rajma,2014,October,162.0
Rapeseed & Mustard,2014,October,122.3
Rapeseed & Mustard (Meal/Cake),2014,October,149.0
Rapeseed & Mustard Oil,2014,October,107.8
Rice,2014,October,133.7
Safflower,2014,October,93.0
Sesamum,2014,October,136.0
Soya oil,2014,October,101.5
Soybean,2014,October,131.6
Sugarcane,2014,October,124.3
Sunflower,2014,October,110.1
Sunflower oil,2014,October,92.9
Tobacco,2014,October,113.6
Tomato,2014,October,168.4
Tur,2014,October,126.3
Urad,2014,October,124.3
Wheat,2014,October,122.3
Wheat Atta,2014,October,127.6
Bajra,2015,October,132.7
Barley,2015,October,128.5
Castorseed,2015,October,96.2
Cotton,2015,October,86.7
Cotton (Meal/Cake),2015,October,151.9
Cotton Oil,2015,October,100.2
Gram,2015,October,153.0
Groundnut,2015,October,122.3
Groundnut Oil,2015,October,112.2
Jowar,2015,October,114.4
Jute,2015,October,181.0
Lentil,2015,October,197.0
Linseed,2015,October,133.3
Maize,2015,October,123.5
Mesta,2015,October,140.5
Moong,2015,October,173.5
Nigerseed,2015,October,244.2
Onion,2015,October,369.4
Paddy,2015,October,135.8
Palm oil,2015,October,90.1
Peas,2015,October,142.7
Potato,2015,October,138.2
Ragi,2015,October,159.5
Rajma,2015,October,155.0
Rapeseed & Mustard,2015,October,158.8
Rapeseed & Mustard (Meal/Cake),2015,October,240.6
Rapeseed & Mustard Oil,2015,October,135.2
Rice,2015,October,129.8
Safflower,2015,October,105.0
Sesamum,2015,October,110.1
Soya oil,2015,October,97.3
Soybean,2015,October,156.9
Sugarcane,2015,October,150.3
Sunflower,2015,October,117.1
Sunflower oil,2015,October,105.9
Tobacco,2015,October,113.6
Tomato,2015,October,220.9
Tur,2015,October,219.0
Urad,2015,October,196.9
Wheat,2015,October,128.5
Wheat Atta,2015,October,129.3
Bajra,2016,October,148.1
Barley,2016,October,153.6
Castorseed,2016,October,84.6
Cotton,2016,October,105.9
Cotton (Meal/Cake),2016,October,173.1
Cotton Oil,2016,October,103.6
Gram,2016,October,262.3
Groundnut,2016,October,132.3
Groundnut Oil,2016,October,118.3
Jowar,2016,October,121.9
Jute,2016,October,194.2
Lentil,2016,October,179.2
Linseed,2016,October,177.4
Maize,2016,October,138.6
Mesta,2016,October,153.1
Moong,2016,October,131.6
Nigerseed,2016,October,207.6
Onion,2016,October,104.3
Paddy,2016,October,145.1
Palm oil,2016,October,103.4
Peas,2016,October,153.7
Potato,2016,October,214.7
Ragi,2016,October,178.1
Rajma,2016,October,157.7
Rapeseed & Mustard,2016,October,152.8
Rapeseed & Mustard (Meal/Cake),2016,October,244.2
Rapeseed & Mustard Oil,2016,October,128.1
Rice,2016,October,144.5
Safflower,2016,October,113.5
Sesamum,2016,October,118.5
Soya oil,2016,October,105.4
Soybean,2016,October,132.3
Sugarcane,2016,October,164.4
Sunflower,2016,October,113.0
Sunflower oil,2016,October,105.3
Tobacco,2016,October,113.6
Tomato,2016,October,132.3
Tur,2016,October,182.4
Urad,2016,October,199.0
Wheat,2016,October,140.8
Wheat Atta,2016,October,144.0
Bajra,2017,October,132.9
Barley,2017,October,141.2
Castorseed,2017,October,104.9
Cotton,2017,October,100.8
Cotton (Meal/Cake),2017,October,138.8
Cotton Oil,2017,October,100.5
Gram,2017,October,177.9
Groundnut,2017,October,116.9
Groundnut Oil,2017,October,105.4
Jowar,2017,October,123.3
Jute,2017,October,158.0
Lentil,2017,October,133.8
Linseed,2017,October,155.4
Maize,2017,October,123.7
Mesta,2017,October,126.6
Moong,2017,October,111.5
Nigerseed,2017,October,205.9
Onion,2017,October,237.6
Paddy,2017,October,149.6
Palm oil,2017,October,107.5
Peas,2017,October,142.4
Potato,2017,October,119.6
Ragi,2017,October,233.7
Rajma,2017,October,156.1
Rapeseed & Mustard,2017,October,134.2
Rapeseed & Mustard (Meal/Cake),2017,October,173.0
Rapeseed & Mustard Oil,2017,October,118.9
Rice,2017,October,151.6
Safflower,2017,October,137.2
Sesamum,2017,October,118.5
Soya oil,2017,October,105.2
Soybean,2017,October,126.0
Sugarcane,2017,October,167.6
Sunflower,2017,October,99.1
Sunflower oil,2017,October,101.7
Tobacco,2017,October,113.6
Tomato,2017,October,260.3
Tur,2017,October,113.8
Urad,2017,October,127.7
Wheat,2017,October,138.0
Wheat Atta,2017,October,139.4
Bajra,2018,October,148.6
Barley,2018,October,150.2
Castorseed,2018,October,112.5
Cotton,2018,October,121.1
Cotton (Meal/Cake),2018,October,163.7
Cotton Oil,2018,October,111.7
Gram,2018,October,135.7
Groundnut,2018,October,118.8
Groundnut Oil,2018,October,112.0
Jowar,2018,October,125.8
Jute,2018,October,182.8
Lentil,2018,October,121.7
Linseed,2018,October,147.0
Maize,2018,October,129.3
Mesta,2018,October,122.6
Moong,2018,October,118.1
Nigerseed,2018,October,140.8
Onion,2018,October,162.3
Paddy,2018,October,155.7
Palm oil,2018,October,118.2
Peas,2018,October,183.0
Potato,2018,October,232.6
Ragi,2018,October,214.1
Rajma,2018,October,132.2
Rapeseed & Mustard,2018,October,145.8
Rapeseed & Mustard (Meal/Cake),2018,October,191.7
Rapeseed & Mustard Oil,2018,October,126.2
Rice,2018,October,150.3
Safflower,2018,October,143.5
Sesamum,2018,October,150.1
Soya oil,2018,October,112.6
Soybean,2018,October,140.2
Sugarcane,2018,October,169.5
Sunflower,2018,October,116.6
Sunflower oil,2018,October,111.4
Tobacco,2018,October,113.6
Tomato,2018,October,141.0
Tur,2018,October,109.4
Urad,2018,October,111.0
Wheat,2018,October,151.1
Wheat Atta,2018,October,152.1
Bajra,2019,October,184.9
Barley,2019,October,174.4
Castorseed,2019,October,108.9
Cotton,2019,October,113.6
Cotton (Meal/Cake),2019,October,185.0
Cotton Oil,2019,October,112.4
Gram,2019,October,146.6
Groundnut,2019,October,148.8
Groundnut Oil,2019,October,119.7
Jowar,2019,October,159.6
Jute,2019,October,199.3
Lentil,2019,October,137.0
Linseed,2019,October,161.5
Maize,2019,October,183.6
Mesta,2019,October,133.3
Moong,2019,October,139.7
Nigerseed,2019,October,174.6
Onion,2019,October,356.8
Paddy,2019,October,162.7
Palm oil,2019,October,111.7
Peas,2019,October,200.6
Potato,2019,October,187.0
Ragi,2019,October,226.9
Rajma,2019,October,137.7
Rapeseed & Mustard,2019,October,144.9
Rapeseed & Mustard (Meal/Cake),2019,October,200.1
Rapeseed & Mustard Oil,2019,October,124.7
Rice,2019,October,157.6
Safflower,2019,October,194.8
Sesamum,2019,October,177.8
Soya oil,2019,October,112.3
Soybean,2019,October,160.8
Sugarcane,2019,October,169.5
Sunflower,2019,October,121.6
Sunflower oil,2019,October,112.4
Tobacco,2019,October,113.6
Tomato,2019,October,341.9
Tur,2019,October,150.4
Urad,2019,October,136.1
Wheat,2019,October,160.4
Wheat Atta,2019,October,157.3
Bajra,2020,October,155.4
Barley,2020,October,148.6
Castorseed,2020,October,104.6
Cotton,2020,October,99.6
Cotton (Meal/Cake),2020,October,158.2
Cotton Oil,2020,October,131.1
Gram,2020,October,163.6
Groundnut,2020,October,145.1
Groundnut Oil,2020,October,140.6
Jowar,2020,October,147.8
Jute,2020,October,238.5
Lentil,2020,October,162.8
Linseed,2020,October,172.5
Maize,2020,October,137.9
Mesta,2020,October,133.5
Moong,2020,October,162.6
Nigerseed,2020,October,215.2
Onion,2020,October,387.1
Paddy,2020,October,163.7
Palm oil,2020,October,143.0
Peas,2020,October,213.5
Potato,2020,October,410.0
Ragi,2020,October,223.9
Rajma,2020,October,153.4
Rapeseed & Mustard,2020,October,166.4
Rapeseed & Mustard (Meal/Cake),2020,October,208.1
Rapeseed & Mustard Oil,2020,October,164.5
Rice,2020,October,154.0
Safflower,2020,October,161.6
Sesamum,2020,October,176.2
Soya oil,2020,October,128.6
Soybean,2020,October,168.7
Sugarcane,2020,October,189.4
Sunflower,2020,October,129.3
Sunflower oil,2020,October,134.2
Tobacco,2020,October,113.6
Tomato,2020,October,389.9
Tur,2020,October,173.6
Urad,2020,October,181.5
Wheat,2020,October,147.4
Wheat Atta,2020,October,142.6
Bajra,2021,October,164.8
Barley,2021,October,170.7
Castorseed,2021,October,126.2
Cotton,2021,October,141.5
Cotton (Meal/Cake),2021,October,197.8
Cotton Oil,2021,October,174.9
Gram,2021,October,170.9
Groundnut,2021,October,160.4
Groundnut Oil,2021,October,160.6
Jowar,2021,October,136.8
Jute,2021,October,279.3
Lentil,2021,October,203.3
Linseed,2021,October,230.7
Maize,2021,October,151.6
Mesta,2021,October,183.4
Moong,2021,October,166.3
Nigerseed,2021,October,251.9
Onion,2021,October,293.1
Paddy,2021,October,162.8
Palm oil,2021,October,192.9
Peas,2021,October,209.7
Potato,2021,October,204.6
Ragi,2021,October,227.1
Rajma,2021,October,224.0
Rapeseed & Mustard,2021,October,224.0
Rapeseed & Mustard (Meal/Cake),2021,October,256.8
Rapeseed & Mustard Oil,2021,October,232.5
Rice,2021,October,152.1
Safflower,2021,October,193.9
Sesamum,2021,October,184.9
Soya oil,2021,October,180.6
Soybean,2021,October,230.6
Sugarcane,2021,October,196.3
Sunflower,2021,October,171.5
Sunflower oil,2021,October,160.2
Tobacco,2021,October,113.6
Tomato,2021,October,415.3
Tur,2021,October,180.8
Urad,2021,October,179.5
Wheat,2021,October,159.4
Wheat Atta,2021,October,153.1
Bajra,2022,October,201.5
Barley,2022,October,231.8
Castorseed,2022,October,137.1
Cotton,2022,October,179.4
Cotton (Meal/Cake),2022,October,189.6
Cotton Oil,2022,October,174.5
Gram,2022,October,162.0
Groundnut,2022,October,175.2
Groundnut Oil,2022,October,175.0
Jowar,2022,October,166.1
Jute,2022,October,274.1
Lentil,2022,October,199.8
Linseed,2022,October,239.1
Maize,2022,October,186.1
Mesta,2022,October,212.6
Moong,2022,October,166.2
Nigerseed,2022,October,243.0
Onion,2022,October,205.1
Paddy,2022,October,173.6
Palm oil,2022,October,171.7
Peas,2022,October,250.2
Potato,2022,October,296.5
Ragi,2022,October,207.0
Rajma,2022,October,253.2
Rapeseed & Mustard,2022,October,197.4
Rapeseed & Mustard (Meal/Cake),2022,October,192.0
Rapeseed & Mustard Oil,2022,October,195.5
Rice,2022,October,169.9
Safflower,2022,October,204.0
Sesamum,2022,October,184.9
Soya oil,2022,October,171.9
Soybean,2022,October,208.0
Sugarcane,2022,October,210.1
Sunflower,2022,October,166.5
Sunflower oil,2022,October,165.7
Tobacco,2022,October,113.6
Tomato,2022,October,437.4
Tur,2022,October,192.2
Urad,2022,October,184.0
Wheat,2022,October,185.3
Wheat Atta,2022,October,182.4
Bajra,2023,October,231.5
Barley,2023,October,197.5
Castorseed,2023,October,114.1
Cotton,2023,October,159.4
Cotton (Meal/Cake),2023,October,190.1
Cotton Oil,2023,October,121.3
Gram,2023,October,192.1
Groundnut,2023,October,201.1
Groundnut Oil,2023,October,177.7
Jowar,2023,October,223.4
Jute,2023,October,225.3
Lentil,2023,October,191.3
Linseed,2023,October,179.7
Maize,2023,October,183.9
Mesta,2023,October,175.0
Moong,2023,October,203.9
Nigerseed,2023,October,291.7
Onion,2023,October,333.5
Paddy,2023,October,189.9
Palm oil,2023,October,146.2
Peas,2023,October,236.4
Potato,2023,October,209.7
Ragi,2023,October,263.5
Rajma,2023,October,246.4
Rapeseed & Mustard,2023,October,166.0
Rapeseed & Mustard (Meal/Cake),2023,October,228.7
Rapeseed & Mustard Oil,2023,October,154.9
Rice,2023,October,183.5
Safflower,2023,October,165.1
Sesamum,2023,October,227.9
Soya oil,2023,October,127.1
Soybean,2023,October,202.6
Sugarcane,2023,October,217.0
Sunflower,2023,October,144.6
Sunflower oil,2023,October,124.0
Tobacco,2023,October,113.6
Tomato,2023,October,189.9
Tur,2023,October,272.0
Urad,2023,October,207.2
Wheat,2023,October,194.1
Wheat Atta,2023,October,189.4
Bajra,2024,October,248.7
Barley,2024,October,218.3
Castorseed,2024,October,123.7
Cotton,2024,October,151.3
Cotton (Meal/Cake),2024,October,210.6
Cotton Oil,2024,October,139.6
Gram,2024,October,230.6
Groundnut,2024,October,175.8
Groundnut Oil,2024,October,167.4
Jowar,2024,October,206.7
Jute,2024,October,247.4
Lentil,2024,October,187.5
Linseed,2024,October,198.0
Maize,2024,October,215.6
Mesta,2024,October,174.1
Moong,2024,October,190.9
Nigerseed,2024,October,306.4
Onion,2024,October,478.2
Paddy,2024,October,204.4
Palm oil,2024,October,180.8
Peas,2024,October,262.3
Potato,2024,October,374.8
Ragi,2024,October,316.1
Rajma,2024,October,243.5
Rapeseed & Mustard,2024,October,191.9
Rapeseed & Mustard (Meal/Cake),2024,October,209.2
Rapeseed & Mustard Oil,2024,October,195.1
Rice,2024,October,192.6
Safflower,2024,October,189.1
Sesamum,2024,October,227.4
Soya oil,2024,October,152.0
Soybean,2024,October,199.3
Sugarcane,2024,October,234.2
Sunflower,2024,October,139.2
Sunflower oil,2024,October,147.0
Tobacco,2024,October,113.6
Tomato,2024,October,644.5
Tur,2024,October,294.8
Urad,2024,October,220.5
Wheat,2024,October,209.6
Wheat Atta,2024,October,207.4
Bajra,2012,November,120.4
Barley,2012,November,113.9
Castorseed,2012,November,85.1
Cotton,2012,November,92.4
Cotton (Meal/Cake),2012,November,123.1
Cotton Oil,2012,November,109.9
Gram,2012,November,146.0
Groundnut,2012,November,121.9
Groundnut Oil,2012,November,120.2
Jowar,2012,November,95.6
Jute,2012,November,108.1
Lentil,2012,November,118.1
Linseed,2012,November,131.9
Maize,2012,November,117.9
Mesta,2012,November,110.5
Moong,2012,November,113.5
Nigerseed,2012,November,114.7
Onion,2012,November,145.2
Paddy,2012,November,116.3
Palm oil,2012,November,96.0
Peas,2012,November,131.8
Potato,2012,November,171.1
Ragi,2012,November,161.5
Rajma,2012,November,157.6
Rapeseed & Mustard,2012,November,142.2
Rapeseed & Mustard (Meal/Cake),2012,November,185.1
Rapeseed & Mustard Oil,2012,November,118.5
Rice,2012,November,113.8
Safflower,2012,November,114.8
Sesamum,2012,November,143.3
Soya oil,2012,November,110.2
Soybean,2012,November,140.1
Sugarcane,2012,November,104.9
Sunflower,2012,November,117.4
Sunflower oil,2012,November,106.2
Tobacco,2012,November,102.0
Tomato,2012,November,111.4
Tur,2012,November,114.4
Urad,2012,November,97.5
Wheat,2012,November,120.7
Wheat Atta,2012,November,122.0
Bajra,2013,November,129.5
Barley,2013,November,120.1
Castorseed,2013,November,84.2
Cotton,2013,November,107.5
Cotton (Meal/Cake),2013,November,123.4
Cotton Oil,2013,November,105.7
Gram,2013,November,108.8
Groundnut,2013,November,104.7
Groundnut Oil,2013,November,98.3
Jowar,2013,November,99.5
Jute,2013,November,117.8
Lentil,2013,November,134.1
Linseed,2013,November,126.0
Maize,2013,November,122.1
Mesta,2013,November,117.8
Moong,2013,November,126.4
Nigerseed,2013,November,116.1
Onion,2013,November,392.7
Paddy,2013,November,131.3
Palm oil,2013,November,107.5
Peas,2013,November,150.2
Potato,2013,November,249.9
Ragi,2013,November,167.2
Rajma,2013,November,180.5
Rapeseed & Mustard,2013,November,122.9
Rapeseed & Mustard (Meal/Cake),2013,November,153.3
Rapeseed & Mustard Oil,2013,November,109.7
Rice,2013,November,128.5
Safflower,2013,November,112.7
Sesamum,2013,November,159.7
Soya oil,2013,November,107.2
Soybean,2013,November,160.3
Sugarcane,2013,November,124.3
Sunflower,2013,November,112.1
Sunflower oil,2013,November,108.6
Tobacco,2013,November,110.9
Tomato,2013,November,258.8
Tur,2013,November,119.0
Urad,2013,November,103.1
Wheat,2013,November,127.6
Wheat Atta,2013,November,126.0
Bajra,2014,November,125.6
Barley,2014,November,128.4
Castorseed,2014,November,100.5
Cotton,2014,November,88.3
Cotton (Meal/Cake),2014,November,120.0
Cotton Oil,2014,November,95.8
Gram,2014,November,100.5
Groundnut,2014,November,106.5
Groundnut Oil,2014,November,93.3
Jowar,2014,November,115.3
Jute,2014,November,133.8
Lentil,2014,November,153.9
Linseed,2014,November,127.7
Maize,2014,November,113.0
Mesta,2014,November,122.5
Moong,2014,November,148.5
Nigerseed,2014,November,122.7
Onion,2014,November,204.4
Paddy,2014,November,138.0
Palm oil,2014,November,95.6
Peas,2014,November,136.5
Potato,2014,November,320.2
Ragi,2014,November,154.4
Rajma,2014,November,159.9
Rapeseed & Mustard,2014,November,124.3
Rapeseed & Mustard (Meal/Cake),2014,November,155.8
Rapeseed & Mustard Oil,2014,November,109.3
Rice,2014,November,132.2
Safflower,2014,November,92.3
Sesamum,2014,November,130.2
Soya oil,2014,November,99.2
Soybean,2014,November,135.0
Sugarcane,2014,November,124.3
Sunflower,2014,November,107.3
Sunflower oil,2014,November,93.2
Tobacco,2014,November,113.6
Tomato,2014,November,139.1
Tur,2014,November,127.7
Urad,2014,November,124.0
Wheat,2014,November,123.7
Wheat Atta,2014,November,130.3
Bajra,2015,November,135.3
Barley,2015,November,133.1
Castorseed,2015,November,93.2
Cotton,2015,November,86.2
Cotton (Meal/Cake),2015,November,141.7
Cotton Oil,2015,November,96.9
Gram,2015,November,154.8
Groundnut,2015,November,122.4
Groundnut Oil,2015,November,107.2
Jowar,2015,November,113.4
Jute,2015,November,195.9
Lentil,2015,November,198.8
Linseed,2015,November,133.1
Maize,2015,November,126.6
Mesta,2015,November,144.7
Moong,2015,November,178.1
Nigerseed,2015,November,260.4
Onion,2015,November,269.9
Paddy,2015,November,135.6
Palm oil,2015,November,90.0
Peas,2015,November,140.3
Potato,2015,November,152.2
Ragi,2015,November,157.0
Rajma,2015,November,155.0
Rapeseed & Mustard,2015,November,163.2
Rapeseed & Mustard (Meal/Cake),2015,November,243.6
Rapeseed & Mustard Oil,2015,November,135.0
Rice,2015,November,130.0
Safflower,2015,November,105.9
Sesamum,2015,November,109.5
Soya oil,2015,November,98.6
Soybean,2015,November,158.3
Sugarcane,2015,November,150.3
Sunflower,2015,November,119.1
Sunflower oil,2015,November,103.3
Tobacco,2015,November,113.6
Tomato,2015,November,293.9
Tur,2015,November,217.1
Urad,2015,November,204.7
Wheat,2015,November,129.9
Wheat Atta,2015,November,130.4
Bajra,2016,November,151.0
Barley,2016,November,159.5
Castorseed,2016,November,84.7
Cotton,2016,November,102.1
Cotton (Meal/Cake),2016,November,158.9
Cotton Oil,2016,November,101.8
Gram,2016,November,278.9
Groundnut,2016,November,126.4
Groundnut Oil,2016,November,114.8
Jowar,2016,November,123.2
Jute,2016,November,196.7
Lentil,2016,November,176.8
Linseed,2016,November,173.2
Maize,2016,November,137.7
Mesta,2016,November,147.6
Moong,2016,November,127.4
Nigerseed,2016,November,207.6
Onion,2016,November,120.6
Paddy,2016,November,145.0
Palm oil,2016,November,103.0
Peas,2016,November,152.2
Potato,2016,November,201.8
Ragi,2016,November,209.0
Rajma,2016,November,160.4
Rapeseed & Mustard,2016,November,153.5
Rapeseed & Mustard (Meal/Cake),2016,November,247.2
Rapeseed & Mustard Oil,2016,November,128.7
Rice,2016,November,146.4
Safflower,2016,November,112.3
Sesamum,2016,November,118.8
Soya oil,2016,November,106.7
Soybean,2016,November,126.2
Sugarcane,2016,November,167.6
Sunflower,2016,November,110.1
Sunflower oil,2016,November,105.1
Tobacco,2016,November,113.6
Tomato,2016,November,114.4
Tur,2016,November,178.9
Urad,2016,November,188.4
Wheat,2016,November,147.9
Wheat Atta,2016,November,151.7
Bajra,2017,November,130.2
Barley,2017,November,140.4
Castorseed,2017,November,101.6
Cotton,2017,November,101.7
Cotton (Meal/Cake),2017,November,135.2
Cotton Oil,2017,November,100.7
Gram,2017,November,165.0
Groundnut,2017,November,117.0
Groundnut Oil,2017,November,104.9
Jowar,2017,November,118.5
Jute,2017,November,152.4
Lentil,2017,November,130.9
Linseed,2017,November,155.4
Maize,2017,November,119.1
Mesta,2017,November,124.0
Moong,2017,November,109.8
Nigerseed,2017,November,205.5
Onion,2017,November,335.5
Paddy,2017,November,149.2
Palm oil,2017,November,109.8
Peas,2017,November,141.2
Potato,2017,November,119.6
Ragi,2017,November,217.3
Rajma,2017,November,151.3
Rapeseed & Mustard,2017,November,135.6
Rapeseed & Mustard (Meal/Cake),2017,November,180.4
Rapeseed & Mustard Oil,2017,November,119.4
Rice,2017,November,150.9
Safflower,2017,November,135.6
Sesamum,2017,November,120.4
Soya oil,2017,November,105.8
Soybean,2017,November,122.2
Sugarcane,2017,November,169.5
Sunflower,2017,November,99.2
Sunflower oil,2017,November,102.7
Tobacco,2017,November,113.6
Tomato,2017,November,422.6
Tur,2017,November,111.6
Urad,2017,November,123.7
Wheat,2017,November,139.4
Wheat Atta,2017,November,141.0
Bajra,2018,November,161.7
Barley,2018,November,153.5
Castorseed,2018,November,127.1
Cotton,2018,November,122.6
Cotton (Meal/Cake),2018,November,157.3
Cotton Oil,2018,November,107.9
Gram,2018,November,140.8
Groundnut,2018,November,125.3
Groundnut Oil,2018,November,114.3
Jowar,2018,November,137.7
Jute,2018,November,184.8
Lentil,2018,November,121.2
Linseed,2018,November,146.5
Maize,2018,November,131.9
Mesta,2018,November,122.6
Moong,2018,November,121.6
Nigerseed,2018,November,141.1
Onion,2018,November,175.8
Paddy,2018,November,155.5
Palm oil,2018,November,113.0
Peas,2018,November,203.9
Potato,2018,November,225.5
Ragi,2018,November,211.4
Rajma,2018,November,133.0
Rapeseed & Mustard,2018,November,146.6
Rapeseed & Mustard (Meal/Cake),2018,November,192.0
Rapeseed & Mustard Oil,2018,November,127.0
